2019-06-10 13:13:28.582935: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2300000000 Hz
2019-06-10 13:13:28.583182: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2a04680 executing computations on platform Host. Devices:
2019-06-10 13:13:28.583216: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-06-10 13:13:28.752302: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-06-10 13:13:28.752786: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2a03fa0 executing computations on platform CUDA. Devices:
2019-06-10 13:13:28.752816: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla T4, Compute Capability 7.5
2019-06-10 13:13:28.753137: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla T4 major: 7 minor: 5 memoryClockRate(GHz): 1.59
pciBusID: 0000:00:04.0
totalMemory: 14.73GiB freeMemory: 14.60GiB
2019-06-10 13:13:28.753175: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-06-10 13:13:29.193916: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-06-10 13:13:29.193982: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-06-10 13:13:29.193995: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-06-10 13:13:29.194273: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14115 MB memory) -> physical GPU (device: 0, name: Tesla T4, pci bus id: 0000:00:04.0, compute capability: 7.5)
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:65: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:70: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint models/345M/model.ckpt
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100% 1/1 [00:12<00:00, 12.30s/it]
dataset has 2451515 tokens
Training...
2019-06-10 13:14:26.402194: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[1 | 8.74] loss=3.12 avg=3.12
talent the cast
<|endoftext|>

i still don't get why
 people would stay up at night
for shit i don't understand
<|endoftext|>

I'm gonna be making
 all of my lunches today
to get back to the
<|endoftext|>

i'll be honest with
 you i feel like an asshole
this isn't good news
<|endoftext|>

When I'm driving

[1900 | 3571.06] loss=2.04 avg=2.22
[1901 | 3572.70] loss=1.85 avg=2.22
[1902 | 3574.34] loss=2.46 avg=2.22
[1903 | 3575.97] loss=2.26 avg=2.22
[1904 | 3577.60] loss=2.17 avg=2.22
[1905 | 3579.24] loss=2.11 avg=2.22
[1906 | 3580.86] loss=2.27 avg=2.22
[1907 | 3582.50] loss=2.32 avg=2.22
[1908 | 3584.12] loss=2.26 avg=2.22
[1909 | 3585.76] loss=2.26 avg=2.22
[1910 | 3587.39] loss=2.46 avg=2.23
[1911 | 3589.02] loss=2.02 avg=2.22
[1912 | 3590.64] loss=2.42 avg=2.23
[1913 | 3592.27] loss=2.22 avg=2.23
[1914 | 3593.90] loss=2.23 avg=2.23
[1915 | 3595.53] loss=2.34 avg=2.23
[1916 | 3597.16] loss=2.02 avg=2.22
[1917 | 3598.80] loss=2.23 avg=2.22
[1918 | 3600.42] loss=2.21 avg=2.22
[1919 | 3602.06] loss=2.02 avg=2.22
[1920 | 3603.69] loss=2.27 avg=2.22
[1921 | 3605.32] loss=2.01 avg=2.22
[1922 | 3606.96] loss=1.93 avg=2.22
[1923 | 3608.59] loss=2.16 avg=2.22
[1924 | 3610.22] loss=2.35 avg=2.22
[1925 | 3611.86] loss=2.35 avg=2.22
[1926 | 3613.49] loss=2.41 avg=2.22
[1927 | 3615.13] loss=2.17 avg=2.22
[1928 | 3616.77] loss=2.19 avg=2.22
[1929 | 3618.41] loss=2.18 avg=2.22
[1930 | 3620.05] loss=2.01 avg=2.22
[1931 | 3621.68] loss=2.23 avg=2.22
[1932 | 3623.32] loss=2.28 avg=2.22
[1933 | 3624.96] loss=2.37 avg=2.22
[1934 | 3626.59] loss=2.31 avg=2.22
[1935 | 3628.23] loss=2.33 avg=2.22
[1936 | 3629.87] loss=2.32 avg=2.22
[1937 | 3631.51] loss=2.35 avg=2.22
[1938 | 3633.16] loss=2.39 avg=2.23
[1939 | 3634.80] loss=2.27 avg=2.23
[1940 | 3636.44] loss=2.19 avg=2.23
[1941 | 3638.09] loss=2.33 avg=2.23
[1942 | 3639.73] loss=2.37 avg=2.23
[1943 | 3641.37] loss=2.02 avg=2.23
[1944 | 3643.02] loss=2.21 avg=2.23
[1945 | 3644.66] loss=2.31 avg=2.23
[1946 | 3646.30] loss=2.34 avg=2.23
[1947 | 3647.94] loss=2.16 avg=2.23
[1948 | 3649.58] loss=2.18 avg=2.23
[1949 | 3651.23] loss=2.09 avg=2.23
[1950 | 3652.87] loss=2.14 avg=2.23
[1951 | 3654.52] loss=2.17 avg=2.22
[1952 | 3656.16] loss=2.14 avg=2.22
[1953 | 3657.81] loss=2.22 avg=2.22
[1954 | 3659.45] loss=2.32 avg=2.22
[1955 | 3661.09] loss=2.19 avg=2.22
[1956 | 3662.74] loss=2.80 avg=2.23
[1957 | 3664.38] loss=2.14 avg=2.23
[1958 | 3666.03] loss=2.47 avg=2.23
[1959 | 3667.67] loss=2.13 avg=2.23
[1960 | 3669.32] loss=2.04 avg=2.23
[1961 | 3670.95] loss=2.09 avg=2.23
[1962 | 3672.60] loss=2.28 avg=2.23
[1963 | 3674.24] loss=2.25 avg=2.23
[1964 | 3675.88] loss=2.06 avg=2.23
[1965 | 3677.52] loss=2.20 avg=2.23
[1966 | 3679.17] loss=2.08 avg=2.22
[1967 | 3680.81] loss=2.21 avg=2.22
[1968 | 3682.46] loss=2.05 avg=2.22
[1969 | 3684.09] loss=2.12 avg=2.22
[1970 | 3685.74] loss=2.20 avg=2.22
[1971 | 3687.38] loss=2.39 avg=2.22
[1972 | 3689.03] loss=2.29 avg=2.22
[1973 | 3690.68] loss=2.02 avg=2.22
[1974 | 3692.32] loss=2.28 avg=2.22
[1975 | 3693.96] loss=2.13 avg=2.22
[1976 | 3695.60] loss=2.04 avg=2.22
[1977 | 3697.24] loss=2.22 avg=2.22
[1978 | 3698.89] loss=2.03 avg=2.22
[1979 | 3700.54] loss=2.25 avg=2.22
[1980 | 3702.19] loss=2.24 avg=2.22
[1981 | 3703.82] loss=2.51 avg=2.22
[1982 | 3705.47] loss=2.18 avg=2.22
[1983 | 3707.11] loss=2.32 avg=2.22
[1984 | 3708.75] loss=2.14 avg=2.22
[1985 | 3710.39] loss=2.38 avg=2.22
[1986 | 3712.03] loss=2.26 avg=2.22
[1987 | 3713.67] loss=2.18 avg=2.22
[1988 | 3715.32] loss=2.12 avg=2.22
[1989 | 3716.97] loss=2.19 avg=2.22
[1990 | 3718.61] loss=2.33 avg=2.22
[1991 | 3720.25] loss=2.11 avg=2.22
[1992 | 3721.90] loss=2.45 avg=2.22
[1993 | 3723.55] loss=2.19 avg=2.22
[1994 | 3725.19] loss=2.34 avg=2.22
[1995 | 3726.84] loss=2.13 avg=2.22
[1996 | 3728.48] loss=2.28 avg=2.22
[1997 | 3730.12] loss=2.32 avg=2.23
[1998 | 3731.77] loss=2.32 avg=2.23
[1999 | 3733.41] loss=2.15 avg=2.23
Saving checkpoint/run1/model-2000
Generating samples...
======== SAMPLE 1 ========
endoftext|>

If someone don't
 do a damn thing for you then
you don't deserve them
<|endoftext|>

Crazy how things happen
 and you just know you wouldnt
worse to be wrong
<|endoftext|>

Just wanted to be
 home and watch some movies with
my baby so bad
<|endoftext|>

The person you love
 the most you must hold the most
close to you always
<|endoftext|>

my dad was on
 my tinder today and i
love him so much i'm
<|endoftext|>

I'm never gonna
 be the same in my life but
it's only a week
<|endoftext|>

When you're the only
 person I ever love
then your heart will burst
<|endoftext|>

Why is someone
 always telling the truth I
just don't see it
<|endoftext|>

I'm excited to
 finally see a real game
today I'm so happy
<|endoftext|>

I'll always put out
 something good and it'll be a
little gift from The
<|endoftext|>

Just because my mom
 was never in your life
doesn't make me bad
<|endoftext|>

Don't forget to eat
 good food like a good steak like
a good steak the right
<|endoftext|>

the greatest thing about
 being single is you'll never
be bored again
<|endoftext|>

Good morning I'm a
 happy person today I need
a little more than
<|endoftext|>

If you gonna see
 me be happy it will be
on your next flight to hell
<|endoftext|>

That sounds like a
 good day to me Good evening
I love you Happy
<|endoftext|>

Y'all always want to
 come out and say shit that has
no truth in it at all
<|endoftext|>

i really wish i
 could be the only one in
that room with you lol
<|endoftext|>

If anyone can
 help me get a nice sweater
for Christmas I'm happy
<|endoftext|>

I have so much more
 energy now and I'm so
happy with this
<|endoftext|>

When someone makes you
 happy then you are a lot
less likely to make
<|endoftext|>

There is one other
 person that has to play on
this game tonight so
<|endoftext|>

You shouldn't do anything
 except love those who love
you and care about
<|endoftext|>

I hate how people
 get mad when you change in the
wrong ways lol ill die
<|endoftext|>

I need something to
 do today I think I be
getting some dinner
<|endoftext|>

I'm always waiting
 for that moment That moment
if there's another
<|endoftext|>

No matter what's happened
 I feel that something better
will come next time
<|endoftext|>

That's all i can say
 I hate everyone I love
everyone I just
<|endoftext|>

Happiness is the
 biggest motivator we
all need is time to
<|endoftext|>

If your a dog you
 need to get a life like a
human being
<|endoftext|>

Hearing a siren
 is my way of reminding
me when i get home
<|endoftext|>

So you're not telling
 me this is a joke if it
is you know best lol
<|endoftext|>

I have a problem
 with my stomach I'm so upset
that I can't eat
<|endoftext|>

If nothing else you
 are the queen of the universe
I just really need
<|endoftext|>

Goodmorning I always
 wake up to white guys I love
myself but not them
<|endoftext|>

I'm gonna go to
 sleep and I'm not going to
wake up until it's
<|endoftext|>

When you're mad you always
 end up regretting it because
you were so stupid
<|endoftext|>

This really does make
 me feel so good I don't want
to go out tonight
<|end

[2000 | 3768.27] loss=2.37 avg=2.23
[2001 | 3769.98] loss=2.15 avg=2.23
[2002 | 3771.69] loss=2.26 avg=2.23
[2003 | 3773.39] loss=2.27 avg=2.23
[2004 | 3775.07] loss=2.07 avg=2.23
[2005 | 3776.76] loss=2.06 avg=2.22
[2006 | 3778.43] loss=2.18 avg=2.22
[2007 | 3780.10] loss=2.34 avg=2.22
[2008 | 3781.76] loss=2.16 avg=2.22
[2009 | 3783.42] loss=1.94 avg=2.22
[2010 | 3785.08] loss=2.27 avg=2.22
[2011 | 3786.73] loss=2.16 avg=2.22
[2012 | 3788.38] loss=1.96 avg=2.22
[2013 | 3790.03] loss=2.25 avg=2.22
[2014 | 3791.67] loss=2.01 avg=2.22
[2015 | 3793.32] loss=2.17 avg=2.22
[2016 | 3794.96] loss=2.21 avg=2.22
[2017 | 3796.60] loss=2.12 avg=2.21
[2018 | 3798.23] loss=2.14 avg=2.21
[2019 | 3799.86] loss=2.05 avg=2.21
[2020 | 3801.49] loss=2.07 avg=2.21
[2021 | 3803.12] loss=1.90 avg=2.21
[2022 | 3804.75] loss=2.26 avg=2.21
[2023 | 3806.37] loss=2.32 avg=2.21
[2024 | 3807.99] loss=2.29 avg=2.21
[2025 | 3809.61] loss=2.05 avg=2.21
[2026 | 3811.23] loss=2.13 avg=2.21
[2027 | 3812.85] loss=2.34 avg=2.21
[2028 | 3814.47] loss=2.43 avg=2.21
[2029 | 3816.09] loss=2.26 avg=2.21
[2030 | 3817.71] loss=2.03 avg=2.21
[2031 | 3819.32] loss=2.06 avg=2.21
[2032 | 3820.94] loss=2.22 avg=2.21
[2033 | 3822.56] loss=2.17 avg=2.21
[2034 | 3824.18] loss=2.00 avg=2.21
[2035 | 3825.80] loss=2.09 avg=2.21
[2036 | 3827.42] loss=2.12 avg=2.20
[2037 | 3829.05] loss=2.13 avg=2.20
[2038 | 3830.68] loss=2.37 avg=2.21
[2039 | 3832.30] loss=2.25 avg=2.21
[2040 | 3833.93] loss=2.32 avg=2.21
[2041 | 3835.56] loss=2.38 avg=2.21
[2042 | 3837.19] loss=2.20 avg=2.21
[2043 | 3838.82] loss=2.26 avg=2.21
[2044 | 3840.45] loss=2.56 avg=2.21
[2045 | 3842.09] loss=2.28 avg=2.21
[2046 | 3843.72] loss=2.15 avg=2.21
[2047 | 3845.35] loss=2.17 avg=2.21
[2048 | 3847.00] loss=2.38 avg=2.21
[2049 | 3848.64] loss=2.13 avg=2.21
[2050 | 3850.28] loss=2.40 avg=2.21
[2051 | 3851.92] loss=2.10 avg=2.21
[2052 | 3853.56] loss=2.23 avg=2.21
[2053 | 3855.21] loss=2.25 avg=2.21
[2054 | 3856.86] loss=2.33 avg=2.22
[2055 | 3858.50] loss=2.32 avg=2.22
[2056 | 3860.16] loss=2.10 avg=2.22
[2057 | 3861.81] loss=2.51 avg=2.22
[2058 | 3863.46] loss=2.07 avg=2.22
[2059 | 3865.11] loss=2.28 avg=2.22
[2060 | 3866.76] loss=2.19 avg=2.22
[2061 | 3868.41] loss=2.24 avg=2.22
[2062 | 3870.05] loss=2.17 avg=2.22
[2063 | 3871.70] loss=2.25 avg=2.22
[2064 | 3873.34] loss=2.24 avg=2.22
[2065 | 3874.99] loss=2.11 avg=2.22
[2066 | 3876.63] loss=2.29 avg=2.22
[2067 | 3878.27] loss=2.21 avg=2.22
[2068 | 3879.92] loss=2.15 avg=2.22
[2069 | 3881.56] loss=2.21 avg=2.22
[2070 | 3883.20] loss=2.23 avg=2.22
[2071 | 3884.84] loss=2.11 avg=2.22
[2072 | 3886.49] loss=2.35 avg=2.22
[2073 | 3888.13] loss=2.04 avg=2.21
[2074 | 3889.77] loss=2.04 avg=2.21
[2075 | 3891.41] loss=2.18 avg=2.21
[2076 | 3893.05] loss=2.29 avg=2.21
[2077 | 3894.69] loss=2.18 avg=2.21
[2078 | 3896.33] loss=2.14 avg=2.21
[2079 | 3897.97] loss=2.31 avg=2.21
[2080 | 3899.60] loss=2.07 avg=2.21
[2081 | 3901.24] loss=2.41 avg=2.21
[2082 | 3902.88] loss=2.21 avg=2.21
[2083 | 3904.52] loss=2.16 avg=2.21
[2084 | 3906.15] loss=2.19 avg=2.21
[2085 | 3907.79] loss=2.23 avg=2.21
[2086 | 3909.42] loss=2.00 avg=2.21
[2087 | 3911.06] loss=2.15 avg=2.21
[2088 | 3912.69] loss=2.35 avg=2.21
[2089 | 3914.33] loss=2.20 avg=2.21
[2090 | 3915.97] loss=2.24 avg=2.21
[2091 | 3917.61] loss=2.09 avg=2.21
[2092 | 3919.23] loss=2.22 avg=2.21
[2093 | 3920.86] loss=2.16 avg=2.21
[2094 | 3922.49] loss=2.35 avg=2.21
[2095 | 3924.13] loss=2.06 avg=2.21
[2096 | 3925.76] loss=2.34 avg=2.21
[2097 | 3927.39] loss=2.16 avg=2.21
[2098 | 3929.02] loss=2.29 avg=2.21
[2099 | 3930.66] loss=2.30 avg=2.21
Generating samples...
======== SAMPLE 1 ========
 your first
picture of your friends
<|endoftext|>

I'm in this stupid
 mood I know where the money
is at But we can't
<|endoftext|>

That's exactly what
 we're calling the people who give
hormone free norethindole
<|endoftext|>

You just don't understand
 why people act like they care
to me anymore
<|endoftext|>

I'm about to go
 off and do laundry and I'm
about to give up
<|endoftext|>

Haven't ever met
 a person so happy with
what they feel inside
<|endoftext|>

I know people who
 can do that but they're too afraid
to do it for them
<|endoftext|>

i wish i had something
 to do after school the only
thing i have is time
<|endoftext|>

I think my brain is
 just a little too tired
and sick to be asleep
<|endoftext|>

It's not about whether
 you love me or you won't love
me anymore it's
<|endoftext|>

When I walk into
 the shower I turn off the
headlight on my way
<|endoftext|>

I'm sorry but I
 do not wish to make this game
for less than you need
<|endoftext|>

I want a job and
 a living hell because of
me and no one else
<|endoftext|>

The most exciting
 thing about me is that I
can run at any
<|endoftext|>

I'm not going to
 be surprised if you won't
let me have a day
<|endoftext|>

What a blessing to
 experience a moment
you weren't aware
<|endoftext|>

I'm sorry that's the
 way it is but it's the way
I feel with to be
<|endoftext|>

I have a question
 and it will stay here Until we
have to talk Again
<|endoftext|>

I'm so tired but
 I love eating so much and
my diet is working
<|endoftext|>

You should be writing
 like a voodoo doll in love
and not a mook
<|endoftext|>

I hate working at
 two jobs but I could do
myself at one
<|endoftext|>

my hair color has
 ruined the quality
of my life again
<|endoftext|>

Some people just make
 fun of you for what they should
get a life for
<|endoftext|>

If it's not for her
 it's for you and your friends
not your parents LOL
<|endoftext|>

Happiness is not
 a choice it's an attitude
and a heart
<|endoftext|>

We are the best
 in many countries but it's
not real when I eat
<|endoftext|>

I swear we just had
 a conversation in the
crib on the morning of
<|endoftext|>

I wanna take the
 morning I need a new day
to go to heaven
<|endoftext|>

I'm about to have
 the worst Sunday ever
I can do better
<|endoftext|>

So is calling somebody
 or saying you love somebody
a hate on the tip
<|endoftext|>

I just want to go
 to her apartment I have
too much shit to do
<|endoftext|>

I've wanted to go out
 but haven't wanted a long
time I'm really not
<|endoftext|>

I'll be so happy
 you can show your support to
Me and my friends
<|endoftext|>

A perfect day to
 just get away like I do
and have a cold
<|endoftext|>

The first time we got
 up early this year for work
is where the stress comes
<|endoftext|>

I've never been more
 happy in my entire
life in my entire
<|endoftext|>

The whole world I thought
 about it today I mean
I just have some faith
<|endoftext|>

Swingers are such
 annoying I miss them in
the same way I do
<|endoftext|>

Gotta love having

[2100 | 3954.01] loss=2.20 avg=2.21
[2101 | 3955.64] loss=2.24 avg=2.21
[2102 | 3957.28] loss=2.30 avg=2.21
[2103 | 3958.91] loss=2.04 avg=2.21
[2104 | 3960.55] loss=2.03 avg=2.21
[2105 | 3962.18] loss=2.30 avg=2.21
[2106 | 3963.81] loss=2.17 avg=2.21
[2107 | 3965.45] loss=2.29 avg=2.21
[2108 | 3967.08] loss=2.16 avg=2.21
[2109 | 3968.71] loss=2.02 avg=2.21
[2110 | 3970.34] loss=2.20 avg=2.21
[2111 | 3971.97] loss=1.96 avg=2.21
[2112 | 3973.60] loss=1.97 avg=2.20
[2113 | 3975.24] loss=2.17 avg=2.20
[2114 | 3976.88] loss=1.95 avg=2.20
[2115 | 3978.51] loss=2.05 avg=2.20
[2116 | 3980.14] loss=2.14 avg=2.20
[2117 | 3981.77] loss=2.40 avg=2.20
[2118 | 3983.40] loss=2.04 avg=2.20
[2119 | 3985.04] loss=2.33 avg=2.20
[2120 | 3986.67] loss=2.38 avg=2.20
[2121 | 3988.30] loss=2.12 avg=2.20
[2122 | 3989.94] loss=2.42 avg=2.20
[2123 | 3991.57] loss=2.18 avg=2.20
[2124 | 3993.20] loss=2.29 avg=2.20
[2125 | 3994.84] loss=2.25 avg=2.21
[2126 | 3996.47] loss=2.38 avg=2.21
[2127 | 3998.10] loss=2.04 avg=2.21
[2128 | 3999.73] loss=2.24 avg=2.21
[2129 | 4001.37] loss=2.18 avg=2.21
[2130 | 4003.00] loss=2.29 avg=2.21
[2131 | 4004.64] loss=2.06 avg=2.20
[2132 | 4006.27] loss=2.25 avg=2.21
[2133 | 4007.91] loss=2.36 avg=2.21
[2134 | 4009.55] loss=2.08 avg=2.21
[2135 | 4011.18] loss=2.05 avg=2.20
[2136 | 4012.81] loss=2.26 avg=2.20
[2137 | 4014.45] loss=2.25 avg=2.20
[2138 | 4016.09] loss=2.13 avg=2.20
[2139 | 4017.73] loss=2.27 avg=2.20
[2140 | 4019.37] loss=2.02 avg=2.20
[2141 | 4021.01] loss=2.56 avg=2.21
[2142 | 4022.65] loss=2.13 avg=2.21
[2143 | 4024.29] loss=2.31 avg=2.21
[2144 | 4025.93] loss=2.31 avg=2.21
[2145 | 4027.58] loss=2.30 avg=2.21
[2146 | 4029.22] loss=2.22 avg=2.21
[2147 | 4030.86] loss=2.17 avg=2.21
[2148 | 4032.49] loss=2.20 avg=2.21
[2149 | 4034.13] loss=2.23 avg=2.21
[2150 | 4035.77] loss=2.11 avg=2.21
[2151 | 4037.42] loss=2.04 avg=2.21
[2152 | 4039.06] loss=2.07 avg=2.20
[2153 | 4040.70] loss=2.18 avg=2.20
[2154 | 4042.35] loss=2.10 avg=2.20
[2155 | 4043.99] loss=2.36 avg=2.21
[2156 | 4045.64] loss=2.25 avg=2.21
[2157 | 4047.28] loss=2.20 avg=2.21
[2158 | 4048.92] loss=2.25 avg=2.21
[2159 | 4050.57] loss=2.07 avg=2.20
[2160 | 4052.22] loss=2.29 avg=2.21
[2161 | 4053.85] loss=2.32 avg=2.21
[2162 | 4055.50] loss=2.18 avg=2.21
[2163 | 4057.14] loss=2.06 avg=2.20
[2164 | 4058.80] loss=2.20 avg=2.20
[2165 | 4060.45] loss=2.13 avg=2.20
[2166 | 4062.10] loss=2.10 avg=2.20
[2167 | 4063.73] loss=2.16 avg=2.20
[2168 | 4065.38] loss=2.04 avg=2.20
[2169 | 4067.02] loss=2.15 avg=2.20
[2170 | 4068.66] loss=2.08 avg=2.20
[2171 | 4070.31] loss=2.08 avg=2.20
[2172 | 4071.95] loss=2.11 avg=2.20
[2173 | 4073.59] loss=2.30 avg=2.20
[2174 | 4075.25] loss=2.09 avg=2.20
[2175 | 4076.90] loss=2.49 avg=2.20
[2176 | 4078.54] loss=2.19 avg=2.20
[2177 | 4080.19] loss=2.15 avg=2.20
[2178 | 4081.83] loss=2.34 avg=2.20
[2179 | 4083.48] loss=2.10 avg=2.20
[2180 | 4085.13] loss=2.08 avg=2.20
[2181 | 4086.78] loss=2.35 avg=2.20
[2182 | 4088.42] loss=1.93 avg=2.20
[2183 | 4090.07] loss=2.16 avg=2.20
[2184 | 4091.71] loss=2.19 avg=2.20
[2185 | 4093.36] loss=1.98 avg=2.19
[2186 | 4095.00] loss=2.26 avg=2.20
[2187 | 4096.65] loss=2.43 avg=2.20
[2188 | 4098.30] loss=2.14 avg=2.20
[2189 | 4099.95] loss=2.28 avg=2.20
[2190 | 4101.59] loss=2.10 avg=2.20
[2191 | 4103.24] loss=2.07 avg=2.20
[2192 | 4104.89] loss=2.19 avg=2.20
[2193 | 4106.54] loss=2.19 avg=2.20
[2194 | 4108.19] loss=2.30 avg=2.20
[2195 | 4109.84] loss=2.10 avg=2.20
[2196 | 4111.49] loss=2.20 avg=2.20
[2197 | 4113.13] loss=2.22 avg=2.20
[2198 | 4114.78] loss=2.23 avg=2.20
[2199 | 4116.42] loss=2.38 avg=2.20
Generating samples...
======== SAMPLE 1 ========
 get you the right answer
<|endoftext|>

I'm gonna put off
 a bit to see what can be
done to my hair
<|endoftext|>

the fact that you say
 I make you cry makes me feel
more than justified
<|endoftext|>

So the first question
 I ask myself is do I really
think I could do it
<|endoftext|>

I had a fever and
 I haven't had my headache
since Friday tonight
<|endoftext|>

It's impossible to
 be so focused you do
not allow yourself to
<|endoftext|>

So they just came in
 and said you're welcome they love
you and they're here for
<|endoftext|>

Can you believe this
 stupid asshole tried and went
into rehab today
<|endoftext|>

I'll always be in
 love with a place It's too bad
that I can't touch it
<|endoftext|>

I'll always be grateful
 for a friend that leaves you some
how Just be patient
<|endoftext|>

Somebody asked me
 a crazy question and I
had no clue what he said
<|endoftext|>

I always get into
 arguments with my father
Who's the fave right now
<|endoftext|>

This year I'm getting
 a really big job at my
college and it's crazy
<|endoftext|>

My phone died so
 many times today It's okay
to cry and move on
<|endoftext|>

You only get one
 chance in life and God is the
one who gave you that one
<|endoftext|>

I'm not about
 money I love the people
in my life and my life
<|endoftext|>

I was worried that
 someone might come and get me
after all this time
<|endoftext|>

It's not only the
 first week of class but the first
week of November too
<|endoftext|>

Good morning Happy
 Saturday to you and God bless
you all on this lovely
<|endoftext|>

I gotta go to
 work this next Saturday I'm
so exhausted lol
<|endoftext|>

The moment the sun
 goes down the water's gone
good night baby boy
<|endoftext|>

I really don't want
 it be the week just yet I
want it at least once
<|endoftext|>

How do you go through
 it You start over You don't
just stop It won't work
<|endoftext|>

I want something so
 much I wanna be able
to hold on to it
<|endoftext|>

Don't waste your time
 asking for the next meal ask
for the one before
<|endoftext|>

I love playing games
 with my nephew he is so
little yet so strong
<|endoftext|>

I'm just going to
 say it I don't get drunk like
I used to do lol
<|endoftext|>

It feels weird not
 being able to walk away
from the house today
<|endoftext|>

It always reminds
 me how fucked up life really
is and what a dick
<|endoftext|>

I'm feeling so down
 lately but damn I guess
I love myself lol
<|endoftext|>

I can't believe people
 are still reading this on this
day of reckoning yikes
<|endoftext|>

I'm the only
 person I love watching sleep
with the cats at the theater
<|endoftext|>

I'm so happy I
 had the opportunity to
get myself in this
<|endoftext|>

My boyfriend bought me
 a dress I can't wait to wear
it I can't even
<|endoftext|>

I'm so hungry and
 tired of talking shit
about myself I'm over
<|endoftext|>

I'm just gonna do
 everything to get my life
back to normal now
<|endoftext|>

I'm not gonna lie
 I think this chick is so gay
that I don't mind it
<|endoftext|>

You always have someone
 better that have them but you
don't know them like that
<|endoftext|>

I

[2200 | 4139.96] loss=2.29 avg=2.20
[2201 | 4141.60] loss=2.24 avg=2.20
[2202 | 4143.24] loss=2.18 avg=2.20
[2203 | 4144.87] loss=1.90 avg=2.20
[2204 | 4146.51] loss=2.29 avg=2.20
[2205 | 4148.14] loss=1.92 avg=2.19
[2206 | 4149.77] loss=2.22 avg=2.19
[2207 | 4151.40] loss=1.91 avg=2.19
[2208 | 4153.03] loss=2.26 avg=2.19
[2209 | 4154.66] loss=2.32 avg=2.19
[2210 | 4156.29] loss=2.28 avg=2.19
[2211 | 4157.91] loss=2.16 avg=2.19
[2212 | 4159.55] loss=2.19 avg=2.19
[2213 | 4161.17] loss=2.27 avg=2.20
[2214 | 4162.80] loss=2.05 avg=2.19
[2215 | 4164.43] loss=2.16 avg=2.19
[2216 | 4166.06] loss=2.35 avg=2.19
[2217 | 4167.69] loss=2.18 avg=2.19
[2218 | 4169.32] loss=2.37 avg=2.20
[2219 | 4170.96] loss=2.33 avg=2.20
[2220 | 4172.59] loss=2.16 avg=2.20
[2221 | 4174.22] loss=2.08 avg=2.20
[2222 | 4175.86] loss=2.25 avg=2.20
[2223 | 4177.50] loss=2.08 avg=2.20
[2224 | 4179.14] loss=2.25 avg=2.20
[2225 | 4180.77] loss=2.08 avg=2.20
[2226 | 4182.41] loss=2.06 avg=2.19
[2227 | 4184.05] loss=2.20 avg=2.19
[2228 | 4185.69] loss=2.40 avg=2.20
[2229 | 4187.33] loss=2.19 avg=2.20
